agent,area_sqm,bathrooms,bedrooms,description,listing_id,location,on_show,price,property_type,special_tag,url,crime_index,gautrain_km
,115.0,,6.0,,,Witpoortjie,,1380000.0,6 Bedroom House,,,3.0,13.84
,802.0,,3.0,,,Fleurhof,,1650000.0,3 Bedroom House,,,8.0,13.36
,487.0,,4.0,,,Florida Hills,,2700000.0,4 Bedroom House,,,3.0,13.84
,991.0,,3.0,,,Maraisburg,,1325000.0,3 Bedroom House,,,3.0,13.84
,707.0,,3.0,,,Florida Park,,1100000.0,3 Bedroom Townhouse,,,3.0,13.84
,293.0,,5.0,,,Florida Hills,,2800000.0,5 Bedroom House,,,3.0,13.84
,76.0,,2.0,,,Honeydew,,800000.0,2 Bedroom Apartment,,,4.0,11.41
,76.0,,2.0,,,Witpoortjie,,770000.0,2 Bedroom Townhouse,,,3.0,13.84
,250.0,,3.0,,,Goudrand,,785000.0,3 Bedroom House,,,3.0,13.84
,462.0,,,,,Princess Ah,,5000000.0,Farm,,,3.0,13.84
,298.0,,4.0,,,Florida North,,1690000.0,4 Bedroom House,,,3.0,13.84
,270.0,,3.0,,,Cosmo City,,1700000.0,3 Bedroom House,,,3.0,13.84
,95.0,2.0,2.0,,,Honeydew Manor,,950000.0,2 Bedroom Townhouse,,,3.0,13.84
,62.0,,2.0,,,Princess Ah,,720000.0,2 Bedroom Townhouse,,,3.0,13.84
,399.0,,3.0,,,Quellerina,,1295000.0,3 Bedroom House,,,3.0,13.84
,102.0,,3.0,,,Radiokop,,1150000.0,3 Bedroom Townhouse,,,3.0,12.01
,550.0,,4.0,,,Helderkruin,,2200000.0,4 Bedroom House,,,3.0,14.75
,617.0,,3.0,,,Honeydew Manor,,2699000.0,3 Bedroom House,,,3.0,13.84
,306.0,,3.0,,,Groblerpark,,990000.0,3 Bedroom House,,,3.0,13.84
,50.0,,2.0,,,Weltevreden Park,,650000.0,2 Bedroom Apartment,,,3.0,9.07
,159.0,,3.0,,,Wilro Park,,1599000.0,3 Bedroom Townhouse,,,3.0,13.84
,128.0,,3.0,,,Wilro Park,,1280000.0,3 Bedroom Apartment,,,3.0,13.84
,61.0,,2.0,,,Honeypark,,570000.0,2 Bedroom Apartment,,,3.0,13.84
,321.0,,3.0,,,Weltevreden Park,,1795000.0,3 Bedroom House,,,3.0,9.07
,69.0,,2.0,,,Amorosa,,595000.0,2 Bedroom Apartment,,,3.0,13.84
,366.0,,7.0,,,Cosmo City,,990000.0,7 Bedroom House,,,3.0,13.84
,64.0,,2.0,,,Wilgeheuwel,,550000.0,2 Bedroom Apartment,,,3.0,13.84
,262.0,,4.0,,,Weltevreden Park,,2799000.0,4 Bedroom House,,,3.0,9.07
,51.0,,2.0,,,Honeydew Grove,,500000.0,2 Bedroom Apartment,,,3.0,13.84
,11.0,,3.0,,,Florida,,1200000.0,3 Bedroom House,,,6.0,14.56
,314.0,,3.0,,,Honeydew Manor,,2200000.0,3 Bedroom House,,,3.0,13.84
,13.0,,2.0,,,Honeypark,,599000.0,2 Bedroom Townhouse,,,3.0,13.84
,190.0,,3.0,,,Horison,,1400000.0,3 Bedroom House,,,3.0,13.84
,75.0,,2.0,,,Wilgeheuwel,,850000.0,2 Bedroom Apartment,,,3.0,13.84
,488.0,,3.0,,,Roodepoort West,,700000.0,3 Bedroom Townhouse,,,3.0,13.84
,124.0,,,,,Weltevreden Park,,1150000.0,Commercial Property,,,3.0,9.07
,98.0,,2.0,,,Weltevreden Park,,999000.0,2 Bedroom Townhouse,,,3.0,9.07
,270.0,,3.0,,,Honeydew,,1700000.0,3 Bedroom House,,,4.0,11.41
,69.0,,2.0,,,Amorosa,,700000.0,2 Bedroom Apartment,,,3.0,13.84
,81.0,,3.0,,,Ruimsig,,879000.0,3 Bedroom Apartment,,,2.0,17.29
,936.0,,4.0,,,Strubensvallei,,1399000.0,4 Bedroom Townhouse,,,3.0,13.84
,309.0,,10.0,,,Cosmo City,,1980000.0,10 Bedroom House,,,3.0,13.84
,65.0,,2.0,,,Bergbron,,585000.0,2 Bedroom Apartment,,,3.0,13.84
,819.0,,4.0,,,Radiokop,,2150000.0,4 Bedroom House,,,3.0,12.01
,60.0,,2.0,,,Wilgeheuwel,,545000.0,2 Bedroom Apartment,,,3.0,13.84
,80.0,,2.0,,,Groblerpark,,645000.0,2 Bedroom Townhouse,,,3.0,13.84
,83.0,,2.0,,,Horizon View,,549000.0,2 Bedroom Apartment,,,3.0,13.84
,88.0,,3.0,,,Constantia Kloof,,849000.0,3 Bedroom Apartment,,,3.0,13.92
,54.0,,3.0,,,Little Falls,,1600000.0,3 Bedroom House,,,4.0,12.77
,173.0,,3.0,,,Amorosa,,1550000.0,3 Bedroom Townhouse,,,3.0,13.84
,50.0,,1.0,,,Roodekrans,,550000.0,1 Bedroom Apartment,,,3.0,13.84
,68.0,,2.0,,,Constantia Kloof,,700000.0,2 Bedroom Townhouse,,,3.0,13.92
,88.0,,3.0,,,Radiokop,,949000.0,3 Bedroom Apartment,,,3.0,12.01
,82.0,,3.0,,,Strubensvallei,,850000.0,3 Bedroom Apartment,,,3.0,13.84
,156.0,,3.0,,,Amorosa,,1949000.0,3 Bedroom Townhouse,,,3.0,13.84
,307.0,,2.0,,,Strubensvallei,,800000.0,2 Bedroom Townhouse,,,3.0,13.84
,434.0,,4.0,,,Helderkruin,,2350000.0,4 Bedroom House,,,3.0,14.75
,300.0,,4.0,,,Florida Glen,,1403000.0,4 Bedroom House,,,3.0,13.84
,120.0,,2.0,,,Weltevreden Park,,850000.0,2 Bedroom Townhouse,,,3.0,9.07
,60.0,1.0,2.0,,,Horison,,450000.0,2 Bedroom Apartment,,,3.0,13.84
,991.0,,3.0,,,Quellerina,,3100000.0,3 Bedroom House,,,3.0,13.84
,76.0,,2.0,,,Honeypark,,600000.0,2 Bedroom Apartment,,,3.0,13.84
,84.0,,3.0,,,Honeypark,,759999.0,3 Bedroom Townhouse,,,3.0,13.84
,80.0,,2.0,,,Weltevreden Park,,995000.0,2 Bedroom Townhouse,,,3.0,9.07
,100.0,,2.0,,,Honeydew,,989000.0,2 Bedroom Townhouse,,,4.0,11.41
,250.0,,7.0,,,Cosmo City,,899000.0,7 Bedroom House,,,3.0,13.84
,191.0,,3.0,,,Horison,,1250000.0,3 Bedroom House,,,3.0,13.84
,408.0,,5.0,,,Strubensvallei,,1795000.0,5 Bedroom House,,,3.0,13.84
,991.0,,4.0,,,Wilro Park,,1750000.0,4 Bedroom House,,,3.0,13.84
,941.0,,4.0,,,Ruimsig,,2950000.0,4 Bedroom Townhouse,,,2.0,17.29
,709.0,,3.0,,,Florida Lake,,1200000.0,3 Bedroom House,,,3.0,13.84
,310.0,,3.0,,,Cosmo City,,1053000.0,3 Bedroom House,,,3.0,13.84
,12.0,,2.0,,,Eagle Canyon Golf Estate,,1495000.0,2 Bedroom House,,,3.0,13.84
,71.0,,2.0,,,Willowbrook,,680000.0,2 Bedroom Apartment,,,3.0,13.84
,163.0,,4.0,,,Little Falls,,2299000.0,4 Bedroom Townhouse,,,4.0,12.77
,63.0,,3.0,,,Radiokop,,725000.0,3 Bedroom Apartment,,,3.0,12.01
,82.0,,2.0,,,Ruimsig,,630000.0,2 Bedroom Apartment,,,2.0,17.29
,216.0,,2.0,,,Wilfordon,,794000.0,2 Bedroom House,,,3.0,13.84
,494.0,,4.0,,,Florida Hills,,2100000.0,4 Bedroom House,,,3.0,13.84
,72.0,1.0,2.0,,,Weltevreden Park,,700000.0,2 Bedroom Apartment,,,3.0,9.07
,540.0,,4.0,,,Radiokop,,2999000.0,4 Bedroom House,,,3.0,12.01
,888.0,,3.0,,,Wilgeheuwel,,1350000.0,3 Bedroom House,,,3.0,13.84
,64.0,,2.0,,,Honeypark,,660000.0,2 Bedroom Apartment,,,3.0,13.84
,39.0,,2.0,,,Fleurhof,,470000.0,2 Bedroom Apartment,,,8.0,13.36
,50.0,1.0,1.0,,,Wilgeheuwel,,600000.0,1 Bedroom Apartment,,,3.0,13.84
,72.0,,2.0,,,Honeypark,,699000.0,2 Bedroom Townhouse,,,3.0,13.84
,51.0,,2.0,,,Wilgeheuwel,,499000.0,2 Bedroom Apartment,,,3.0,13.84
,63.0,,2.0,,,Amorosa,,590000.0,2 Bedroom Apartment,,,3.0,13.84
,246.0,,,,,Wilro Park,,1500000.0,Commercial Property,,,3.0,13.84
,145.0,,3.0,,,Roodekrans,,1350000.0,3 Bedroom Townhouse,,,3.0,13.84
,273.0,2.0,4.0,,,Weltevreden Park,,2499000.0,4 Bedroom House,,,3.0,9.07
,383.0,,3.0,,,Honeydew Manor,,1975000.0,3 Bedroom House,,,3.0,13.84
,400.0,,4.0,,,Maraisburg,,1550000.0,4 Bedroom House,,,3.0,13.84
,390.0,,4.0,,,Florida,,1790000.0,4 Bedroom House,,,6.0,14.56
,55.0,,2.0,,,Willowbrook,,770000.0,2 Bedroom Townhouse,,,3.0,13.84
,131.0,,2.0,,,Florida North,,895000.0,2 Bedroom Apartment,,,3.0,13.84
,204.0,,3.0,,,Whiteridge,,1000000.0,3 Bedroom Townhouse,,,3.0,13.84
,71.0,,5.0,,,Florida,,320000.0,1.5 Bedroom Apartment,,,6.0,14.56
,61.0,,2.0,,,Honeydew,,620000.0,2 Bedroom Apartment,,,4.0,11.41
,872.0,,3.0,,,Lindhaven,,990000.0,3 Bedroom House,,,3.0,13.84
,201.0,,3.0,,,Willowbrook,,1490000.0,3 Bedroom Townhouse,,,3.0,13.84
,79.0,,2.0,,,Witpoortjie,,820000.0,2 Bedroom House,,,3.0,13.84
,124.0,,4.0,,,Fleurhof,,1646000.0,4 Bedroom House,,,8.0,13.36
,377.0,,3.0,,,Helderkruin,,1449000.0,3 Bedroom Townhouse,,,3.0,14.75
,303.0,,,,,Weltevreden Park,,2500000.0,Commercial Property,,,3.0,9.07
,85.0,,2.0,,,Horizon View,,500000.0,2 Bedroom Apartment,,,3.0,13.84
,133.0,,2.0,,,Honeydew Manor,,1050000.0,2 Bedroom Townhouse,,,3.0,13.84
,200.0,,4.0,,,Ruimsig,,2294999.0,4 Bedroom Townhouse,,,2.0,17.29
,987.0,,6.0,,,Eagle Canyon Golf Estate,,25000000.0,6 Bedroom House,,,3.0,13.84
,122.0,,3.0,,,Radiokop,,1250000.0,3 Bedroom Townhouse,,,3.0,12.01
,135.0,,3.0,,,Florida North,,1350000.0,3 Bedroom Townhouse,,,3.0,13.84
,714.0,,4.0,,,Florida,,1450000.0,4 Bedroom House,,,6.0,14.56
,150.0,,3.0,,,Radiokop,,1250000.0,3 Bedroom Townhouse,,,3.0,12.01
,61.0,,2.0,,,Weltevreden Park,,550000.0,2 Bedroom Apartment,,,3.0,9.07
,138.0,,3.0,,,Amorosa,,1450000.0,3 Bedroom Townhouse,,,3.0,13.84
,108.0,,2.0,,,Weltevreden Park,,799000.0,2 Bedroom Apartment,,,3.0,9.07
,70.0,,2.0,,,Wilgeheuwel,,570000.0,2 Bedroom Townhouse,,,3.0,13.84
,41.0,,2.0,,,Weltevreden Park,,560000.0,2 Bedroom Apartment,,,3.0,9.07
,375.0,,3.0,,,Horison,,1500000.0,3 Bedroom House,,,3.0,13.84
,892.0,,5.0,,,Witpoortjie,,1550000.0,5 Bedroom House,,,3.0,13.84
,70.0,,2.0,,,Hamberg,,440000.0,2 Bedroom Apartment,,,3.0,13.84
,991.0,,3.0,,,Breaunanda,,1895000.0,3 Bedroom House,,,3.0,13.84
,67.0,,2.0,,,Whiteridge,,850000.0,2 Bedroom Apartment,,,3.0,13.84
,59.0,,2.0,,,Horison,,480000.0,2 Bedroom Apartment,,,3.0,13.84
,208.0,,,,,Ruimsig Noord,,489880.0,Vacant Land,,,3.0,13.84
,188.0,,4.0,,,Helderkruin,,2650000.0,4 Bedroom House,,,3.0,14.75
,368.0,,3.0,,,Weltevreden Park,,1750000.0,3 Bedroom House,,,3.0,9.07
,293.0,,4.0,,,Florida Hills,,2800000.0,4 Bedroom House,,,3.0,13.84
,91.0,,4.0,,,Wilro Park,,2150000.0,4 Bedroom House,,,3.0,13.84
,505.0,,3.0,,,Constantia Kloof,,1850000.0,3 Bedroom House,,,3.0,13.92
,785.0,,3.0,,,Georginia,,890000.0,3 Bedroom House,,,3.0,13.84
,65.0,,2.0,,,Honeypark,,625000.0,2 Bedroom Apartment,,,3.0,13.84
,721.0,,,,,Manufacta,,6900000.0,Industrial Property,,,3.0,13.84
,240.0,,3.0,,,Roodepoort Central,,1658315.0,3 Bedroom House,,,3.0,13.84
,258.0,,4.0,,,Eagle Canyon Golf Estate,,6250000.0,4 Bedroom House,,,3.0,13.84
,991.0,,3.0,,,Maraisburg,,1395000.0,3 Bedroom House,,,3.0,13.84
,13.0,,3.0,,,Horison,,1095000.0,3 Bedroom House,,,3.0,13.84
,400.0,,3.0,,,Wilro Park,,3200000.0,3 Bedroom House,,,3.0,13.84
,120.0,,3.0,,,Constantia Kloof,,1575000.0,3 Bedroom Townhouse,,,3.0,13.92
,44.0,,1.0,,,Florida,,320000.0,1 Bedroom Apartment,,,6.0,14.56
,150.0,,3.0,,,Radiokop,,1350000.0,3 Bedroom Townhouse,,,3.0,12.01
,322.0,,4.0,,,Helderkruin,,1900000.0,4 Bedroom House,,,3.0,14.75
,91.0,,2.0,,,Weltevreden Park,,1160000.0,2 Bedroom Townhouse,,,3.0,9.07
,134.0,,3.0,,,Wilgeheuwel,,1450000.0,3 Bedroom Apartment,,,3.0,13.84
,114.0,,3.0,,,Weltevreden Park,,1299000.0,3 Bedroom Townhouse,,,3.0,9.07
,122.0,,3.0,,,Radiokop,,1195000.0,3 Bedroom Apartment,,,3.0,12.01
,71.0,,1.0,,,Florida,,450000.0,1 Bedroom Apartment,,,6.0,14.56
,65.0,,2.0,,,Wilgeheuwel,,650000.0,2 Bedroom Apartment,,,3.0,13.84
,98.0,,2.0,,,Helderkruin,,690000.0,2 Bedroom Apartment,,,3.0,14.75
,991.0,,4.0,,,Breaunanda,,1750000.0,4 Bedroom House,,,3.0,13.84
,388.0,2.0,3.0,,,Florida Glen,,2250000.0,3 Bedroom House,,,3.0,13.84
,723.0,,4.0,,,Little Falls,,2795000.0,4 Bedroom House,,,4.0,12.77
,84.0,,2.0,,,Wilgeheuwel,,799000.0,2 Bedroom Townhouse,,,3.0,13.84
,160.0,,2.0,,,Willowbrook,,1000000.0,2 Bedroom Townhouse,,,3.0,13.84
,87.0,,2.0,,,Florida,,469999.0,2 Bedroom Apartment,,,6.0,14.56
,98.0,,4.0,,,Wilro Park,,1750000.0,4 Bedroom House,,,3.0,13.84
,500.0,,,,,Weltevreden Park,,12000000.0,Commercial Property,,,3.0,9.07
,124.0,,3.0,,,Wilgeheuwel,,1485000.0,3 Bedroom Townhouse,,,3.0,13.84
,355.0,,2.0,,,Princess Ah,,950000.0,2 Bedroom House,,,3.0,13.84
,670.0,,4.0,,,Roodekrans,,1999000.0,4 Bedroom House,,,3.0,13.84
,393.0,,3.0,,,Roodepoort West,,649000.0,3 Bedroom Townhouse,,,3.0,13.84
,97.0,,3.0,,,Honeydew,,1250000.0,3 Bedroom Apartment,,,4.0,11.41
,127.0,,3.0,,,Helderkruin,,1378500.0,3 Bedroom Apartment,,,3.0,14.75
,636.0,,3.0,,,Wilgeheuwel,,1099000.0,3 Bedroom Townhouse,,,3.0,13.84
,172.0,,4.0,,,Ruimsig,,2100000.0,4 Bedroom Townhouse,,,2.0,17.29
,67.0,,3.0,,,Roodepoort West,,649000.0,3 Bedroom Apartment,,,3.0,13.84
,820.0,,3.0,,,Lindhaven,,920000.0,3 Bedroom House,,,3.0,13.84
,546.0,,3.0,,,Roodepoort North,,950000.0,3 Bedroom House,,,3.0,13.84
,132.0,,,,,Ruimsig,,1300000.0,Commercial Property,,,2.0,17.29
,52.0,,1.0,,,Weltevreden Park,,670000.0,1 Bedroom Apartment,,,3.0,9.07
,17.0,,5.0,,,Roodepoort Central,,3999999.0,5 Bedroom House,,,3.0,13.84
,85.0,,2.0,,,Weltevreden Park,,950000.0,2 Bedroom Townhouse,,,3.0,9.07
,487.0,,4.0,,,Constantia Kloof,,1995000.0,4 Bedroom House,,,3.0,13.92
,865.0,,3.0,,,Bergbron,,1950000.0,3 Bedroom House,,,3.0,13.84
,125.0,,3.0,,,Helderkruin,,1325000.0,3 Bedroom Townhouse,,,3.0,14.75
,443.0,,3.0,,,Amorosa,,1550000.0,3 Bedroom Townhouse,,,3.0,13.84
,183.0,,4.0,,,Little Falls,,1520000.0,4 Bedroom Townhouse,,,4.0,12.77
,83.0,,2.0,,,Honeypark,,750000.0,2 Bedroom Townhouse,,,3.0,13.84
,394.0,,3.0,,,Cosmo City,,963999.0,3 Bedroom House,,,3.0,13.84
,30.0,,1.0,,,Groblerpark,,420000.0,1 Bedroom Apartment,,,3.0,13.84
,70.0,,3.0,,,Roodepoort West,,695000.0,3 Bedroom Townhouse,,,3.0,13.84
,133.0,,3.0,,,Kloofendal,,875000.0,3 Bedroom Townhouse,,,3.0,13.84
,68.0,,2.0,,,Delarey,,499000.0,2 Bedroom Apartment,,,3.0,13.84
,62.0,,2.0,,,Helderkruin,,599000.0,2 Bedroom Apartment,,,3.0,14.75
,155.0,,5.0,,,Weltevreden Park,,2499000.0,5 Bedroom House,,,3.0,9.07
,145.0,,,,,Cosmo Business Park,,20000000.0,Industrial Property,,,3.0,13.84
,79.0,,3.0,,,Groblerpark,,640000.0,3 Bedroom Apartment,,,3.0,13.84
,86.0,,2.0,,,Honeydew Ridge,,850000.0,2 Bedroom Apartment,,,3.0,13.84
,64.0,,2.0,,,Allen'S Nek,,699000.0,2 Bedroom Apartment,,,3.0,13.84
,79.0,,2.0,,,Discovery,,480000.0,2 Bedroom Apartment,,,4.0,12.35
,671.0,,3.0,,,Ruimsig,,2800000.0,3 Bedroom House,,,2.0,17.29
,313.0,,2.0,,,Honeydew,,1400000.0,2 Bedroom House,,,4.0,11.41
,55.0,,2.0,,,Weltevreden Park,,640000.0,2 Bedroom Apartment,,,3.0,9.07
,392.0,,3.0,,,Roodepoort West,,649999.0,3 Bedroom Townhouse,,,3.0,13.84
,250.0,,3.0,,,Honeydew,,1579999.0,3 Bedroom House,,,4.0,11.41
,250.0,,3.0,,,Cosmo City,,1579999.0,3 Bedroom House,,,3.0,13.84
,81.0,,2.0,,,Willowbrook,,720000.0,2 Bedroom Apartment,,,3.0,13.84
,108.0,,3.0,,,Helderkruin,,1250000.0,3 Bedroom Townhouse,,,3.0,14.75
,52.0,,2.0,,,Florida,,430000.0,2 Bedroom Apartment,,,6.0,14.56
,194.0,,3.0,,,Allen'S Nek,,1695000.0,3 Bedroom Townhouse,,,3.0,13.84
,65.0,,1.0,,,Weltevreden Park,,545000.0,1 Bedroom Apartment,,,3.0,9.07
,166.0,,3.0,,,Florida,,499000.0,3 Bedroom Townhouse,,,6.0,14.56
,82.0,2.0,2.0,,,Ruimsig,,580000.0,2 Bedroom Apartment,,,2.0,17.29
,87.0,,2.0,,,Weltevreden Park,,699000.0,2 Bedroom Apartment,,,3.0,9.07
,201.0,,2.0,,,Honeydew Ridge,,849000.0,2 Bedroom Townhouse,,,3.0,13.84
,51.0,,3.0,,,Florida,,550000.0,3 Bedroom Townhouse,,,6.0,14.56
,59.0,,2.0,,,Horizon View,,550000.0,2 Bedroom Apartment,,,3.0,13.84
,899.0,,2.0,,,Wilgeheuwel,,1399000.0,2 Bedroom House,,,3.0,13.84
,114.0,,3.0,,,Florida,,1300000.0,3 Bedroom House,,,6.0,14.56
,47.0,1.0,2.0,,,Honeypark,,495000.0,2 Bedroom Apartment,,,3.0,13.84
,60.0,,2.0,,,Weltevreden Park,,480000.0,2 Bedroom Apartment,,,3.0,9.07
,486.0,,3.0,,,Radiokop,,1900000.0,3 Bedroom Townhouse,,,3.0,12.01
,737.0,,3.0,,,Little Falls,,2999000.0,3 Bedroom House,,,4.0,12.77
,440.0,,,,,Cosmo Business Park,,21960000.0,Industrial Property,,,3.0,13.84
,99.0,,2.0,,,Little Falls,,800000.0,2 Bedroom Townhouse,,,4.0,12.77
,982.0,,2.0,,,Honeydew Manor,,1080000.0,2 Bedroom Townhouse,,,3.0,13.84
,340.0,,,,,Florida,,2700000.0,Commercial Property,,,6.0,14.56
,423.0,,3.0,,,Bergbron,,2050000.0,3 Bedroom House,,,3.0,13.84
,450.0,,7.0,,,Cosmo City,,1500000.0,7 Bedroom House,,,3.0,13.84
,800.0,,,,,Robertville,,3800000.0,Industrial Property,,,3.0,13.84
,94.0,,2.0,,,Helderkruin,,680000.0,2 Bedroom Townhouse,,,3.0,14.75
,62.0,,2.0,,,Helderkruin,,680000.0,2 Bedroom Apartment,,,3.0,14.75
,95.0,,2.0,,,Roodekrans,,835000.0,2 Bedroom Apartment,,,3.0,13.84
,104.0,,2.0,,,Allen'S Nek,,1350000.0,2 Bedroom Townhouse,,,3.0,13.84
,85.0,,2.0,,,Weltevreden Park,,965000.0,2 Bedroom Townhouse,,,3.0,9.07
,237.0,,,,,Cosmo Business Park,,30000000.0,Industrial Property,,,3.0,13.84
,41.0,,1.0,,,Wilgeheuwel,,590000.0,1 Bedroom Apartment,,,3.0,13.84
,300.0,,3.0,,,Witpoortjie,,995000.0,3 Bedroom House,,,3.0,13.84
,75.0,,1.0,,,Roodekrans,,670000.0,1 Bedroom Townhouse,,,3.0,13.84
,496.0,,3.0,,,Radiokop,,2499999.0,3 Bedroom House,,,3.0,12.01
,869.0,,4.0,,,Witpoortjie,,1330000.0,4 Bedroom House,,,3.0,13.84
,833.0,,3.0,,,Discovery,,1600000.0,3 Bedroom House,,,4.0,12.35
,372.0,,5.0,,,Strubensvallei,,2490000.0,5 Bedroom House,,,3.0,13.84
,103.0,,2.0,,,Wilgeheuwel,,1250000.0,2 Bedroom Townhouse,,,3.0,13.84
,563.0,,3.0,,,Whiteridge,,1050000.0,3 Bedroom House,,,3.0,13.84
,987.0,,,,,Mostyn Park,,2206800.0,Vacant Land,,,3.0,13.84
,987.0,,,,,Mostyn Park,,2763000.0,Vacant Land,,,3.0,13.84
,200.0,,4.0,,,Weltevreden Park,,2799000.0,4 Bedroom House,,,3.0,9.07
,43.0,,1.0,,,Constantia Kloof,,480000.0,1 Bedroom Apartment,,,3.0,13.92
,107.0,,2.0,,,Weltevreden Park,,800000.0,2 Bedroom Apartment,,,3.0,9.07
,41.0,,1.0,,,Wilro Park,,520000.0,1 Bedroom House,,,3.0,13.84
,951.0,,4.0,,,Eagle Canyon Golf Estate,,6700000.0,4 Bedroom House,,,3.0,13.84
,169.0,,,,,Industria North,,650000.0,Industrial Property,,,3.0,13.84
,96.0,,2.0,,,Florida,,430000.0,2 Bedroom Apartment,,,6.0,14.56
,415.0,,4.0,,,Cosmo City,,1550000.0,4 Bedroom House,,,3.0,13.84
,200.0,,,,,Robertville,,19000000.0,Industrial Property,,,3.0,13.84
,60.0,,2.0,,,Groblerpark,,599000.0,2 Bedroom Apartment,,,3.0,13.84
,62.0,2.0,2.0,,,Groblerpark,,680000.0,2 Bedroom Apartment,,,3.0,13.84
,201.0,,4.0,,,Zandspruit,,3100000.0,4 Bedroom House,,,3.0,13.84
,755.0,,4.0,,,Strubensvallei,,1550000.0,4 Bedroom House,,,3.0,13.84
,994.0,,4.0,,,Helderkruin,,1850000.0,4 Bedroom House,,,3.0,14.75
,166.0,,4.0,,,Willowbrook,,1495000.0,4 Bedroom Townhouse,,,3.0,13.84
,486.0,,2.0,,,Georginia,,595000.0,2 Bedroom Townhouse,,,3.0,13.84
,710.0,,4.0,,,Witpoortjie,,1280000.0,4 Bedroom House,,,3.0,13.84
,93.0,,,,,Weltevreden Park,,900000.0,Commercial Property,,,3.0,9.07
,146.0,,3.0,,,Constantia Kloof,,899000.0,3 Bedroom Apartment,,,3.0,13.92
,130.0,,,,,Weltevreden Park,,900000.0,Commercial Property,,,3.0,9.07
,92.0,,2.0,,,Wilro Park,,1020000.0,2 Bedroom Townhouse,,,3.0,13.84
,484.0,,5.0,,,Cosmo City,,1200000.0,5 Bedroom House,,,3.0,13.84
,190.0,,3.0,,,Honeydew Manor,,1949000.0,3 Bedroom House,,,3.0,13.84
,135.0,,3.0,,,Weltevreden Park,,2400000.0,3 Bedroom House,,,3.0,9.07
,60.0,,2.0,,,Florida,,490000.0,2 Bedroom Apartment,,,6.0,14.56
,98.0,,3.0,,,Groblerpark,,650000.0,3 Bedroom Apartment,,,3.0,13.84
,200.0,,3.0,,,Discovery,,1599000.0,3 Bedroom House,,,4.0,12.35
,159.0,,3.0,,,Wilro Park,,1599000.0,3 Bedroom House,,,3.0,13.84
,51.0,,2.0,,,Honeydew Grove,,499000.0,2 Bedroom Apartment,,,3.0,13.84
,98.0,,2.0,,,Horison,,650000.0,2 Bedroom Apartment,,,3.0,13.84
,61.0,,2.0,,,Wilgeheuwel,,575000.0,2 Bedroom Apartment,,,3.0,13.84
,473.0,,3.0,,,Hamberg,,1050000.0,3 Bedroom House,,,3.0,13.84
,61.0,,2.0,,,Groblerpark,,610000.0,2 Bedroom Apartment,,,3.0,13.84
,929.0,,3.0,,,Discovery,,1350000.0,3 Bedroom House,,,4.0,12.35
,905.0,,3.0,,,Hamberg,,1200000.0,3 Bedroom House,,,3.0,13.84
,421.0,,3.0,,,Honeydew Manor,,2899000.0,3 Bedroom Townhouse,,,3.0,13.84
,407.0,,3.0,,,Weltevreden Park,,1699000.0,3 Bedroom House,,,3.0,9.07
,60.0,,2.0,,,Witpoortjie,,590000.0,2 Bedroom Apartment,,,3.0,13.84
,292.0,,3.0,,,Little Falls,,1495000.0,3 Bedroom House,,,4.0,12.77
,531.0,,3.0,,,Ruimsig Country Estate,,2495000.0,3 Bedroom House,,,3.0,13.84
,270.0,,3.0,,,Ruimsig Ah,,1739700.0,3 Bedroom House,,,3.0,13.84
,428.0,,4.0,,,Discovery,,1500000.0,4 Bedroom House,,,4.0,12.35
,79.0,,2.0,,,Wilro Park,,550000.0,2 Bedroom Apartment,,,3.0,13.84
,80.0,,3.0,,,Weltevreden Park,,945000.0,3 Bedroom Townhouse,,,3.0,9.07
,65.0,2.0,2.0,,,Honeydew,,610000.0,2 Bedroom Apartment,,,4.0,11.41
,627.0,,3.0,,,Reefhaven,,890000.0,3 Bedroom House,,,3.0,13.84
,60.0,2.0,2.0,,,Groblerpark,,599000.0,2 Bedroom Apartment,,,3.0,13.84
,190.0,,4.0,,,Horison,,1195000.0,4 Bedroom House,,,3.0,13.84
,72.0,,2.0,,,Weltevreden Park,,720000.0,2 Bedroom Apartment,,,3.0,9.07
,566.0,,3.0,,,Honeydew Manor,,2795000.0,3 Bedroom House,,,3.0,13.84
,996.0,,4.0,,,Helderkruin,,1850000.0,4 Bedroom House,,,3.0,14.75
,480.0,,5.0,,,Roodekrans,,3000000.0,5 Bedroom House,,,3.0,13.84
,375.0,,5.0,,,Davidsonville,,1395000.0,5 Bedroom House,,,3.0,13.84
,28.0,,1.0,,,Willowbrook,,335000.0,1 Bedroom Apartment,,,3.0,13.84
,61.0,,2.0,,,Little Falls,,670000.0,2 Bedroom Apartment,,,4.0,12.77
,367.0,,3.0,,,Weltevreden Park,,1499000.0,3 Bedroom House,,,3.0,9.07
,72.0,,2.0,,,Bergbron,,850000.0,2 Bedroom Apartment,,,3.0,13.84
,42.0,,2.0,,,Fleurhof,,550000.0,2 Bedroom Apartment,,,8.0,13.36
,53.0,,2.0,,,Wilgeheuwel,,699000.0,2 Bedroom Apartment,,,3.0,13.84
,53.0,,2.0,,,Wilgeheuwel,,679000.0,2 Bedroom Apartment,,,3.0,13.84
,117.0,,3.0,,,Strubensvallei,,1050000.0,3 Bedroom Townhouse,,,3.0,13.84
,78.0,,2.0,,,Honeydew Ridge,,915000.0,2 Bedroom Townhouse,,,3.0,13.84
